COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,State fips
41041,0.001,0.012,0.047,0.131,0.81,41
41043,0.057,0.025,0.096,0.159,0.664,41
41045,0.071,0.206,0.213,0.206,0.305,41
41047,0.029,0.013,0.053,0.196,0.71,41
41049,0.026,0.004,0.083,0.197,0.69,41
41051,0.013,0.016,0.054,0.178,0.738,41
41053,0.013,0.022,0.078,0.242,0.645,41
41055,0.008,0.014,0.046,0.271,0.66,41
41057,0.125,0.04,0.092,0.163,0.581,41
41059,0.043,0.01,0.081,0.155,0.71,41
41061,0.034,0.088,0.086,0.189,0.603,41
41063,0.041,0.083,0.146,0.229,0.501,41
41065,0.019,0.034,0.069,0.197,0.681,41
41067,0.006,0.009,0.059,0.169,0.756,41
41069,0.023,0.07,0.049,0.232,0.626,41
41071,0.021,0.035,0.072,0.143,0.729,41
42001,0.039,0.034,0.083,0.238,0.606,42
42003,0.017,0.022,0.035,0.165,0.761,42
42005,0.027,0.074,0.159,0.173,0.568,42
42007,0.015,0.023,0.1,0.137,0.725,42
42009,0.014,0.111,0.1,0.205,0.57,42
42011,0.036,0.012,0.06,0.174,0.719,42
42013,0.041,0.132,0.083,0.249,0.495,42
42015,0.042,0.017,0.051,0.194,0.697,42
42017,0.014,0.018,0.032,0.131,0.805,42
42019,0.035,0.062,0.062,0.194,0.647,42
42021,0.026,0.062,0.153,0.228,0.53,42
42023,0.147,0.014,0.048,0.142,0.649,42
42025,0.013,0.062,0.015,0.145,0.764,42
42027,0.017,0.013,0.076,0.101,0.792,42
42029,0.006,0.022,0.038,0.113,0.82,42
42031,0.057,0.03,0.152,0.155,0.605,42
42033,0.051,0.055,0.176,0.206,0.512,42
42035,0.014,0.024,0.077,0.19,0.696,42
42037,0.02,0.046,0.05,0.163,0.721,42
42039,0.024,0.016,0.136,0.266,0.558,42
42041,0.031,0.032,0.183,0.192,0.562,42
42043,0.032,0.023,0.258,0.147,0.539,42
42045,0.01,0.01,0.044,0.123,0.814,42
42047,0.055,0.016,0.084,0.15,0.695,42
42049,0.016,0.025,0.057,0.136,0.766,42
42051,0.053,0.064,0.144,0.161,0.578,42
42053,0.016,0.008,0.158,0.196,0.622,42
42055,0.023,0.04,0.082,0.248,0.607,42
42057,0.013,0.145,0.053,0.23,0.559,42
42059,0.104,0.11,0.187,0.124,0.475,42
42061,0.07,0.06,0.155,0.232,0.483,42
42063,0.015,0.047,0.066,0.22,0.652,42
42065,0.083,0.046,0.142,0.197,0.531,42
42067,0.065,0.068,0.093,0.214,0.56,42
42069,0.007,0.006,0.039,0.106,0.843,42
42071,0.037,0.013,0.054,0.172,0.724,42
42073,0.034,0.07,0.093,0.301,0.503,42
42075,0.026,0.008,0.062,0.178,0.725,42
42077,0.014,0.004,0.053,0.103,0.826,42
42079,0.016,0.024,0.045,0.136,0.779,42
42081,0.062,0.057,0.06,0.207,0.614,42
42083,0.012,0.004,0.03,0.134,0.82,42
42085,0.028,0.044,0.094,0.215,0.62,42
42087,0.084,0.049,0.129,0.171,0.567,42
42089,0.019,0.047,0.052,0.061,0.822,42
42091,0.016,0.019,0.044,0.16,0.761,42
42093,0.042,0.022,0.079,0.143,0.714,42
42095,0.015,0.012,0.034,0.118,0.822,42
42097,0.064,0.013,0.078,0.197,0.649,42
42099,0.035,0.017,0.1,0.199,0.649,42
42101,0.023,0.012,0.051,0.12,0.794,42
42103,0.01,0.013,0.036,0.165,0.777,42
42105,0.061,0.011,0.061,0.12,0.747,42
42107,0.066,0.002,0.048,0.173,0.711,42
42109,0.062,0.036,0.104,0.226,0.572,42
42111,0.041,0.04,0.188,0.267,0.464,42
42113,0.025,0.035,0.038,0.141,0.76,42
42115,0.046,0.029,0.038,0.065,0.822,42
42117,0.098,0.044,0.111,0.183,0.565,42
42119,0.078,0.032,0.103,0.211,0.576,42
42121,0.004,0.015,0.115,0.152,0.714,42
42123,0.009,0.019,0.114,0.224,0.634,42
42125,0.052,0.02,0.045,0.149,0.735,42
42127,0.004,0.009,0.08,0.08,0.828,42
42129,0.017,0.07,0.069,0.172,0.673,42
42131,0.035,0.008,0.049,0.072,0.836,42
42133,0.018,0.024,0.091,0.174,0.693,42
44001,0.007,0.003,0.02,0.143,0.827,44
44003,0.016,0.003,0.05,0.123,0.807,44
44005,0.004,0.006,0.046,0.129,0.815,44
44007,0.022,0.014,0.05,0.159,0.754,44
44009,0.012,0.022,0.034,0.126,0.807,44
45001,0.117,0.102,0.243,0.166,0.371,45
45003,0.1,0.086,0.116,0.193,0.505,45
45005,0.172,0.211,0.012,0.22,0.384,45
45007,0.069,0.065,0.138,0.26,0.468,45
45009,0.167,0.031,0.053,0.235,0.515,45
45011,0.169,0.067,0.035,0.281,0.447,45
45013,0.038,0.027,0.055,0.147,0.733,45
45015,0.05,0.074,0.107,0.171,0.597,45
45017,0.06,0.047,0.129,0.173,0.592,45
45019,0.036,0.059,0.062,0.186,0.657,45
45021,0.088,0.083,0.121,0.179,0.528,45
45023,0.151,0.065,0.055,0.23,0.5,45
45025,0.117,0.079,0.148,0.129,0.526,45
45027,0.083,0.147,0.128,0.157,0.486,45
45029,0.088,0.077,0.094,0.1,0.641,45
45031,0.153,0.083,0.114,0.103,0.548,45
45033,0.156,0.056,0.188,0.17,0.43,45
45035,0.071,0.071,0.123,0.16,0.576,45
45037,0.099,0.084,0.083,0.165,0.569,45
45039,0.046,0.032,0.046,0.31,0.566,45
45041,0.114,0.08,0.133,0.109,0.564,45
45043,0.04,0.014,0.079,0.191,0.675,45
45045,0.049,0.079,0.153,0.206,0.513,45
45047,0.074,0.087,0.226,0.151,0.463,45
45049,0.13,0.156,0.025,0.148,0.542,45
45051,0.086,0.052,0.081,0.19,0.591,45
45053,0.129,0.055,0.056,0.201,0.559,45
45055,0.062,0.019,0.114,0.189,0.616,45
45057,0.067,0.068,0.048,0.224,0.594,45
45059,0.09,0.102,0.164,0.214,0.43,45
45061,0.123,0.06,0.154,0.157,0.506,45
45063,0.044,0.038,0.129,0.214,0.576,45
45065,0.072,0.115,0.106,0.202,0.505,45
45067,0.28,0.036,0.182,0.127,0.376,45
45069,0.155,0.027,0.153,0.149,0.515,45
45071,0.078,0.128,0.062,0.202,0.529,45
45073,0.142,0.061,0.103,0.221,0.472,45
45075,0.135,0.056,0.111,0.169,0.529,45
45077,0.066,0.059,0.146,0.236,0.493,45
45079,0.03,0.016,0.099,0.235,0.62,45
45081,0.053,0.095,0.117,0.206,0.529,45
45083,0.06,0.091,0.126,0.227,0.496,45
45085,0.128,0.054,0.154,0.182,0.483,45
45087,0.14,0.02,0.074,0.305,0.462,45
45089,0.034,0.057,0.12,0.158,0.631,45
45091,0.057,0.074,0.062,0.204,0.602,45
46003,0.239,0.073,0.236,0.15,0.302,46
46005,0.234,0.104,0.147,0.173,0.342,46
46007,0.147,0.052,0.117,0.327,0.356,46
46009,0.108,0.205,0.198,0.193,0.295,46
46011,0.04,0.124,0.263,0.229,0.345,46
46013,0.256,0.098,0.142,0.166,0.338,46
46015,0.163,0.075,0.168,0.264,0.33,46
46017,0.161,0.059,0.157,0.253,0.371,46
46019,0.12,0.085,0.153,0.204,0.438,46
46021,0.155,0.167,0.122,0.277,0.278,46
46023,0.117,0.149,0.254,0.192,0.288,46
46025,0.211,0.147,0.172,0.125,0.345,46
46027,0.091,0.178,0.116,0.243,0.373,46
46029,0.185,0.144,0.25,0.117,0.305,46
46031,0.144,0.19,0.134,0.285,0.247,46
46033,0.132,0.088,0.156,0.229,0.396,46
46035,0.249,0.074,0.303,0.107,0.267,46
46037,0.256,0.14,0.175,0.118,0.311,46
46039,0.136,0.111,0.275,0.169,0.309,46
46041,0.069,0.057,0.141,0.237,0.497,46
46043,0.189,0.108,0.269,0.146,0.289,46
46045,0.217,0.088,0.15,0.197,0.348,46
46047,0.141,0.093,0.152,0.25,0.364,46
46049,0.205,0.079,0.146,0.198,0.372,46
46051,0.259,0.129,0.232,0.12,0.26,46
46053,0.113,0.118,0.206,0.264,0.299,46
46055,0.117,0.051,0.151,0.241,0.44,46
46057,0.119,0.143,0.256,0.137,0.345,46
46059,0.182,0.071,0.147,0.225,0.376,46
46061,0.185,0.107,0.269,0.148,0.29,46
46063,0.105,0.068,0.145,0.235,0.446,46
46065,0.091,0.027,0.109,0.251,0.523,46
46067,0.129,0.163,0.199,0.188,0.321,46
46069,0.142,0.053,0.142,0.234,0.43,46
46071,0.129,0.052,0.136,0.281,0.401,46
46073,0.233,0.073,0.185,0.184,0.326,46
46075,0.115,0.03,0.101,0.293,0.462,46
46077,0.128,0.13,0.217,0.184,0.341,46
46079,0.11,0.144,0.183,0.237,0.326,46
46081,0.124,0.089,0.154,0.205,0.428,46
46083,0.078,0.181,0.106,0.25,0.385,46
46085,0.13,0.046,0.119,0.287,0.419,46
46087,0.113,0.154,0.144,0.238,0.35,46
46089,0.204,0.091,0.161,0.22,0.323,46
46091,0.196,0.146,0.183,0.161,0.313,46
46093,0.123,0.078,0.161,0.214,0.425,46
46095,0.136,0.028,0.091,0.34,0.405,46
46097,0.16,0.123,0.216,0.218,0.284,46
46099,0.087,0.187,0.106,0.251,0.369,46
46101,0.078,0.183,0.165,0.245,0.329,46
46102,0.15,0.075,0.139,0.281,0.355,46
46103,0.127,0.078,0.159,0.222,0.414,46
46105,0.132,0.081,0.185,0.243,0.36,46
46107,0.131,0.067,0.147,0.225,0.431,46
46109,0.241,0.175,0.164,0.094,0.326,46
46111,0.252,0.095,0.222,0.155,0.276,46
46115,0.232,0.103,0.132,0.173,0.36,46
46117,0.08,0.024,0.104,0.245,0.546,46
46119,0.084,0.031,0.128,0.228,0.528,46
46121,0.147,0.031,0.097,0.368,0.357,46
46123,0.142,0.066,0.138,0.311,0.343,46
46125,0.084,0.176,0.115,0.251,0.375,46
46127,0.082,0.177,0.12,0.204,0.418,46
46129,0.14,0.144,0.132,0.265,0.318,46
46135,0.109,0.205,0.167,0.26,0.259,46
46137,0.105,0.053,0.172,0.235,0.434,46
47001,0.088,0.105,0.112,0.215,0.48,47
47003,0.164,0.093,0.246,0.248,0.249,47
47005,0.169,0.109,0.206,0.21,0.306,47
47007,0.082,0.122,0.131,0.251,0.415,47
47009,0.069,0.089,0.097,0.183,0.562,47
47011,0.121,0.098,0.126,0.282,0.373,47
47013,0.059,0.075,0.204,0.109,0.554,47
47015,0.209,0.089,0.238,0.182,0.282,47
47017,0.179,0.088,0.163,0.234,0.337,47
47019,0.115,0.031,0.151,0.215,0.487,47
47021,0.018,0.067,0.155,0.28,0.48,47
47023,0.108,0.068,0.122,0.362,0.34,47
47025,0.163,0.114,0.091,0.236,0.397,47
47027,0.099,0.105,0.264,0.126,0.406,47
47029,0.197,0.118,0.082,0.171,0.431,47
47031,0.165,0.09,0.174,0.208,0.363,47
47033,0.14,0.078,0.123,0.226,0.432,47
47035,0.096,0.093,0.201,0.214,0.395,47
47037,0.02,0.037,0.086,0.181,0.677,47
47039,0.175,0.171,0.168,0.168,0.318,47
47041,0.157,0.152,0.231,0.132,0.328,47
47043,0.054,0.076,0.079,0.336,0.455,47
47045,0.175,0.17,0.12,0.204,0.331,47
47047,0.022,0.001,0.089,0.205,0.682,47
47049,0.123,0.122,0.157,0.162,0.437,47
47051,0.166,0.092,0.13,0.201,0.411,47
47053,0.182,0.086,0.111,0.26,0.361,47
47055,0.061,0.068,0.192,0.237,0.441,47
47057,0.126,0.134,0.129,0.221,0.39,47
47059,0.125,0.178,0.033,0.254,0.41,47
47061,0.142,0.165,0.151,0.212,0.33,47
47063,0.157,0.113,0.121,0.189,0.42,47
47065,0.116,0.116,0.129,0.229,0.411,47
47067,0.148,0.243,0.059,0.14,0.41,47
47069,0.035,0.056,0.215,0.261,0.434,47
47071,0.142,0.14,0.107,0.241,0.371,47
47073,0.118,0.146,0.132,0.196,0.407,47
47075,0.086,0.026,0.169,0.155,0.565,47
47077,0.127,0.107,0.156,0.282,0.327,47
47079,0.092,0.09,0.264,0.207,0.347,47
47081,0.063,0.057,0.082,0.217,0.581,47
47083,0.108,0.049,0.116,0.337,0.39,47
47085,0.121,0.095,0.156,0.267,0.36,47
47087,0.138,0.128,0.249,0.093,0.392,47
47089,0.151,0.092,0.149,0.176,0.431,47
47091,0.107,0.079,0.141,0.261,0.412,47
47093,0.036,0.032,0.144,0.209,0.579,47
47095,0.133,0.143,0.166,0.201,0.357,47
47097,0.064,0.094,0.191,0.142,0.508,47
47099,0.074,0.129,0.156,0.192,0.45,47
47101,0.098,0.084,0.198,0.236,0.385,47
47103,0.126,0.187,0.106,0.214,0.367,47
47105,0.041,0.06,0.107,0.219,0.573,47
47107,0.077,0.087,0.155,0.298,0.384,47
47109,0.107,0.105,0.115,0.274,0.4,47
47111,0.146,0.085,0.215,0.083,0.47,47
47113,0.1,0.056,0.129,0.334,0.381,47
47115,0.115,0.122,0.135,0.247,0.381,47
47117,0.219,0.129,0.139,0.164,0.349,47
47119,0.119,0.07,0.19,0.156,0.466,47
47121,0.08,0.118,0.136,0.214,0.453,47
47123,0.07,0.138,0.165,0.229,0.397,47
47125,0.083,0.063,0.203,0.228,0.423,47
47127,0.173,0.101,0.176,0.235,0.316,47
47129,0.08,0.113,0.077,0.318,0.413,47
47131,0.117,0.125,0.187,0.246,0.325,47
47133,0.12,0.131,0.228,0.128,0.393,47
47135,0.18,0.148,0.137,0.159,0.376,47
47137,0.105,0.128,0.219,0.133,0.416,47
47139,0.089,0.069,0.15,0.24,0.452,47
47141,0.16,0.164,0.207,0.099,0.369,47
47143,0.096,0.154,0.113,0.154,0.483,47
47145,0.074,0.142,0.105,0.274,0.405,47
47147,0.187,0.069,0.081,0.159,0.504,47
47149,0.081,0.073,0.121,0.215,0.51,47
47151,0.121,0.144,0.154,0.219,0.362,47
47153,0.108,0.087,0.177,0.289,0.339,47
47155,0.039,0.072,0.15,0.183,0.556,47
47157,0.034,0.025,0.105,0.184,0.653,47
47159,0.088,0.091,0.202,0.113,0.507,47
47161,0.071,0.045,0.15,0.214,0.521,47
47163,0.096,0.091,0.143,0.187,0.483,47
47165,0.104,0.069,0.14,0.196,0.49,47
47167,0.081,0.025,0.223,0.138,0.533,47
47169,0.112,0.063,0.241,0.133,0.452,47
47171,0.049,0.041,0.108,0.306,0.497,47
47173,0.086,0.145,0.167,0.181,0.421,47
47175,0.145,0.147,0.147,0.239,0.323,47
47177,0.14,0.107,0.189,0.212,0.352,47
47179,0.061,0.074,0.166,0.218,0.48,47
47181,0.089,0.215,0.136,0.147,0.414,47
47183,0.093,0.135,0.228,0.251,0.292,47
47185,0.185,0.205,0.162,0.115,0.333,47
47187,0.019,0.073,0.091,0.212,0.604,47
47189,0.105,0.035,0.099,0.192,0.568,47
48001,0.172,0.104,0.095,0.088,0.541,48
48003,0.09,0.044,0.067,0.202,0.597,48
48005,0.121,0.064,0.079,0.2,0.536,48
48007,0.006,0.005,0.17,0.074,0.746,48
48009,0.081,0.053,0.099,0.091,0.676,48
48011,0.08,0.066,0.116,0.25,0.488,48
48013,0.001,0.01,0.032,0.156,0.802,48
48015,0.006,0.024,0.054,0.224,0.692,48
48017,0.018,0.106,0.06,0.217,0.598,48
48019,0.073,0.018,0.07,0.09,0.749,48
48021,0.007,0.02,0.084,0.161,0.729,48
48023,0.066,0.075,0.134,0.104,0.62,48
48025,0.001,0.003,0.052,0.19,0.753,48
48027,0.01,0.035,0.078,0.205,0.672,48
48029,0.015,0.016,0.057,0.09,0.822,48
48031,0.005,0.019,0.115,0.074,0.788,48
48033,0.039,0.115,0.125,0.107,0.614,48
48035,0.031,0.154,0.102,0.248,0.465,48
48037,0.058,0.134,0.114,0.221,0.473,48
48039,0.021,0.042,0.075,0.17,0.691,48
48041,0.012,0.038,0.067,0.347,0.537,48
48043,0.011,0.012,0.077,0.172,0.728,48
48045,0.105,0.077,0.113,0.187,0.518,48
48047,0.061,0.004,0.166,0.09,0.678,48
48049,0.085,0.077,0.066,0.239,0.534,48
48051,0.02,0.072,0.071,0.281,0.555,48
48053,0.031,0.039,0.055,0.194,0.682,48
48055,0.001,0.001,0.063,0.185,0.751,48
48057,0.019,0.028,0.179,0.071,0.703,48
48059,0.049,0.06,0.119,0.205,0.567,48
48061,0.035,0.061,0.034,0.056,0.813,48
48063,0.017,0.064,0.213,0.235,0.471,48
48065,0.099,0.064,0.124,0.252,0.462,48
48067,0.034,0.145,0.17,0.209,0.441,48
48069,0.057,0.051,0.043,0.296,0.553,48
48071,0.027,0.094,0.078,0.201,0.6,48
48073,0.123,0.063,0.148,0.192,0.475,48
48075,0.147,0.124,0.189,0.206,0.334,48
48077,0.066,0.049,0.105,0.087,0.693,48
48079,0.029,0.078,0.068,0.229,0.595,48
48081,0.039,0.056,0.093,0.241,0.572,48
48083,0.053,0.048,0.084,0.259,0.556,48
48085,0.021,0.026,0.054,0.181,0.719,48
48087,0.239,0.142,0.176,0.16,0.284,48
48089,0.004,0.044,0.078,0.228,0.645,48
48091,0.007,0.044,0.063,0.146,0.74,48
48093,0.045,0.075,0.059,0.2,0.621,48
48095,0.012,0.029,0.072,0.279,0.607,48
48097,0.118,0.026,0.056,0.207,0.594,48
48099,0.015,0.027,0.142,0.194,0.622,48
48101,0.107,0.106,0.188,0.176,0.423,48
48103,0.08,0.056,0.096,0.199,0.57,48
48105,0.026,0.071,0.072,0.225,0.606,48
48107,0.031,0.071,0.058,0.227,0.613,48
48109,0.125,0.006,0.039,0.176,0.654,48
48111,0.119,0.074,0.123,0.289,0.396,48
48113,0.024,0.019,0.059,0.141,0.757,48
48115,0.03,0.023,0.074,0.115,0.759,48
48117,0.063,0.063,0.095,0.284,0.494,48
48119,0.04,0.074,0.094,0.285,0.507,48
48121,0.016,0.025,0.046,0.204,0.709,48
48123,0.003,0.019,0.091,0.061,0.827,48
48125,0.032,0.071,0.111,0.254,0.532,48
48127,0.021,0.059,0.097,0.133,0.69,48
48129,0.139,0.065,0.147,0.21,0.439,48
48131,0.122,0.003,0.132,0.053,0.691,48
48133,0.055,0.089,0.104,0.195,0.557,48
48135,0.085,0.047,0.076,0.204,0.588,48
48137,0.016,0.047,0.145,0.101,0.691,48
48139,0.027,0.017,0.044,0.19,0.722,48
48141,0.007,0.007,0.033,0.075,0.877,48
48143,0.017,0.096,0.075,0.202,0.609,48
48145,0.009,0.029,0.061,0.187,0.715,48
48147,0.117,0.126,0.131,0.226,0.4,48
48149,0.006,0.05,0.259,0.142,0.543,48
48151,0.097,0.097,0.109,0.186,0.51,48
48153,0.049,0.063,0.043,0.216,0.629,48
48155,0.045,0.101,0.23,0.147,0.477,48
48157,0.024,0.03,0.057,0.115,0.774,48
48159,0.013,0.055,0.131,0.327,0.474,48
48161,0.025,0.121,0.085,0.137,0.632,48
48163,0.136,0.007,0.038,0.108,0.71,48
48165,0.121,0.034,0.033,0.176,0.636,48
48167,0.033,0.037,0.105,0.207,0.617,48
48169,0.034,0.079,0.067,0.207,0.612,48
48171,0.095,0.091,0.107,0.114,0.592,48
48173,0.069,0.054,0.058,0.234,0.586,48
48175,0.001,0.025,0.16,0.077,0.737,48
48177,0.001,0.001,0.091,0.078,0.828,48
48179,0.139,0.069,0.134,0.222,0.436,48
48181,0.064,0.063,0.095,0.247,0.53,48
48183,0.053,0.064,0.074,0.186,0.623,48
48185,0.025,0.047,0.04,0.348,0.54,48
48187,0.027,0.022,0.032,0.125,0.794,48
48189,0.066,0.058,0.028,0.239,0.609,48
48191,0.179,0.065,0.19,0.157,0.41,48
48193,0.019,0.085,0.137,0.267,0.493,48
48195,0.136,0.076,0.126,0.234,0.428,48
48197,0.042,0.116,0.237,0.223,0.381,48
48199,0.021,0.054,0.102,0.187,0.636,48
48201,0.019,0.024,0.069,0.152,0.736,48
48203,0.086,0.037,0.088,0.19,0.599,48
48205,0.1,0.07,0.116,0.28,0.434,48
48207,0.087,0.128,0.137,0.209,0.439,48
48209,0,0.007,0.022,0.115,0.855,48
48211,0.189,0.125,0.139,0.138,0.409,48
48213,0.043,0.072,0.127,0.197,0.56,48
48215,0.055,0.003,0.033,0.084,0.826,48
48217,0.047,0.083,0.029,0.242,0.599,48
48219,0.031,0.072,0.06,0.237,0.6,48
48221,0.009,0.122,0.135,0.124,0.61,48
48223,0.054,0.026,0.062,0.369,0.488,48
48225,0.182,0.09,0.104,0.15,0.474,48
48227,0.063,0.063,0.061,0.218,0.596,48
48229,0.013,0.003,0.076,0.029,0.88,48
48231,0.069,0.072,0.082,0.285,0.492,48
48233,0.112,0.064,0.128,0.249,0.447,48
48235,0.009,0.047,0.058,0.276,0.61,48
48237,0.009,0.018,0.012,0.37,0.592,48
48239,0.02,0.062,0.146,0.075,0.696,48
48241,0.04,0.055,0.068,0.125,0.712,48
48243,0.009,0.005,0.038,0.186,0.763,48
48245,0.036,0.075,0.11,0.171,0.608,48
48247,0.071,0.003,0.079,0.099,0.748,48
48249,0.057,0.007,0.137,0.051,0.748,48
48251,0.024,0.079,0.056,0.199,0.642,48
48253,0.064,0.079,0.121,0.193,0.543,48
48255,0,0.001,0.104,0.145,0.75,48
48257,0.063,0.058,0.041,0.155,0.682,48
48259,0.002,0.059,0.076,0.158,0.705,48
48261,0.04,0.01,0.08,0.098,0.772,48
48263,0.069,0.168,0.172,0.167,0.424,48
48265,0.059,0.149,0.167,0.154,0.472,48
48267,0.036,0.126,0.165,0.207,0.466,48
48269,0.065,0.108,0.177,0.254,0.397,48
48271,0.004,0.059,0.121,0.084,0.733,48
48273,0.063,0.015,0.075,0.121,0.726,48
48275,0.063,0.105,0.184,0.145,0.502,48
48277,0.054,0.095,0.135,0.238,0.478,48
48279,0.038,0.065,0.046,0.255,0.597,48
48281,0.024,0.019,0.077,0.233,0.648,48
48283,0.152,0.002,0.083,0.097,0.667,48
48285,0.008,0.029,0.114,0.114,0.736,48
48287,0.035,0.122,0.148,0.142,0.553,48
48289,0.089,0.078,0.111,0.192,0.531,48
48291,0.019,0.034,0.114,0.182,0.65,48
48293,0.005,0.086,0.061,0.087,0.762,48
48295,0.147,0.143,0.099,0.195,0.415,48
48297,0.005,0.003,0.081,0.189,0.722,48
48299,0.08,0.036,0.056,0.214,0.615,48
48301,0.109,0.047,0.081,0.221,0.543,
48303,0.031,0.072,0.056,0.232,0.61,48
48305,0.032,0.068,0.054,0.222,0.624,48
48307,0.031,0.053,0.09,0.34,0.486,48
48309,0.022,0.049,0.046,0.161,0.721,48
48311,0.043,0.002,0.21,0.203,0.542,48
48313,0.065,0.032,0.097,0.337,0.469,48
48315,0.076,0.067,0.118,0.211,0.528,48
48317,0.075,0.043,0.056,0.235,0.591,48
48319,0.043,0.091,0.163,0.247,0.456,48
48321,0.004,0.051,0.113,0.161,0.67,48
48323,0.005,0.091,0.129,0.13,0.645,48
48325,0.006,0.017,0.07,0.155,0.753,48
48327,0.013,0.048,0.088,0.289,0.562,48
48329,0.083,0.044,0.066,0.219,0.588,48
48331,0.006,0.019,0.07,0.228,0.679,48
48333,0.041,0.117,0.062,0.261,0.518,48
48335,0.168,0.131,0.087,0.126,0.489,48
48337,0.041,0.08,0.129,0.22,0.529,48
48339,0.031,0.073,0.061,0.145,0.69,48
48341,0.101,0.064,0.123,0.27,0.441,48
48343,0.038,0.116,0.21,0.176,0.46,48
48345,0.067,0.053,0.084,0.206,0.591,48
48347,0.094,0.06,0.097,0.221,0.528,48
48349,0.006,0.024,0.114,0.217,0.639,48
48351,0.057,0.049,0.11,0.152,0.631,48
48353,0.09,0.072,0.108,0.187,0.544,48
48355,0.024,0.034,0.028,0.079,0.835,48
48357,0.15,0.104,0.105,0.201,0.439,48
48359,0.084,0.065,0.109,0.278,0.464,48
48361,0.051,0.07,0.105,0.157,0.618,48
48363,0.027,0.023,0.029,0.181,0.74,48
48365,0.027,0.033,0.211,0.281,0.448,48
48367,0.02,0.048,0.055,0.206,0.671,48
48369,0.033,0.081,0.089,0.277,0.521,48
48371,0.05,0.051,0.15,0.197,0.551,48
48373,0.016,0.099,0.052,0.144,0.689,48
48375,0.067,0.063,0.113,0.272,0.485,48
48377,0.003,0.003,0.032,0.174,0.789,48
48379,0.143,0.062,0.038,0.245,0.512,48
48381,0.063,0.063,0.109,0.274,0.491,48
48383,0.058,0.061,0.064,0.237,0.58,48
48385,0.03,0.065,0.164,0.187,0.554,48
48387,0.059,0.136,0.098,0.254,0.452,48
48389,0.07,0.04,0.086,0.204,0.6,48
48391,0.002,0.011,0.235,0.073,0.678,48
48393,0.16,0.074,0.133,0.205,0.427,48
48395,0.014,0.041,0.055,0.334,0.555,48
48397,0.033,0.041,0.101,0.18,0.645,48
48399,0.033,0.039,0.104,0.228,0.596,48
48401,0.038,0.04,0.101,0.331,0.491,48
48403,0.105,0.046,0.103,0.15,0.596,48
48405,0.096,0.033,0.07,0.222,0.58,48
48407,0.009,0.064,0.082,0.112,0.733,48
48409,0.015,0.02,0.053,0.074,0.838,48
48411,0.026,0.101,0.099,0.255,0.519,48
48413,0.002,0.029,0.054,0.271,0.644,48
48415,0.143,0.177,0.127,0.09,0.463,48
48417,0.061,0.099,0.14,0.183,0.518,48
48419,0.025,0.035,0.117,0.369,0.453,48
48421,0.125,0.073,0.129,0.267,0.406,48
48423,0.108,0.091,0.104,0.168,0.529,48
48425,0.027,0.161,0.133,0.201,0.477,48
48427,0.039,0.008,0.023,0.1,0.831,48
48429,0.058,0.149,0.221,0.127,0.445,48
48431,0.032,0.077,0.067,0.252,0.572,48
48433,0.084,0.122,0.12,0.224,0.449,48
48435,0.009,0.042,0.08,0.209,0.659,48
48437,0.084,0.075,0.053,0.255,0.532,48
48439,0.023,0.034,0.077,0.144,0.722,48
48441,0.054,0.059,0.12,0.191,0.575,48
48443,0.021,0.061,0.167,0.154,0.597,48
48445,0.034,0.066,0.061,0.226,0.613,48
48447,0.073,0.135,0.172,0.118,0.501,48
48449,0.019,0.117,0.191,0.264,0.409,48
48451,0.007,0.038,0.071,0.271,0.613,48
48453,0.015,0.008,0.024,0.158,0.795,48
48455,0.052,0.077,0.065,0.181,0.625,48
48457,0.021,0.066,0.054,0.155,0.703,48
48459,0.051,0.076,0.104,0.179,0.59,48
48461,0.077,0.058,0.088,0.21,0.567,48
48463,0.014,0.022,0.136,0.081,0.747,48
48465,0.003,0.05,0.09,0.072,0.784,48
48467,0.138,0.143,0.151,0.161,0.407,48
48469,0.008,0.039,0.138,0.058,0.757,48
48471,0.029,0.058,0.079,0.179,0.655,48
48473,0.016,0.06,0.07,0.236,0.618,48
48475,0.08,0.052,0.094,0.197,0.577,48
48477,0.02,0.031,0.087,0.328,0.534,48
48479,0.033,0,0.064,0.136,0.767,48
48481,0.011,0.072,0.076,0.216,0.625,48
48483,0.23,0.139,0.158,0.126,0.346,48
48485,0.073,0.046,0.096,0.092,0.692,48
48487,0.046,0.081,0.171,0.168,0.535,48
48489,0.034,0.015,0.067,0.064,0.82,48
48491,0.016,0.033,0.065,0.177,0.708,48
48493,0,0.003,0.072,0.208,0.716,48
48495,0.087,0.05,0.086,0.196,0.581,48
48497,0.008,0.127,0.046,0.17,0.649,48
48499,0.046,0.073,0.071,0.283,0.526,48
48501,0.084,0.035,0.065,0.254,0.561,48
48503,0.062,0.063,0.086,0.144,0.645,48
48505,0.047,0.001,0.035,0.138,0.779,48
48507,0.036,0.075,0.115,0.138,0.635,48
49001,0.099,0.026,0.271,0.283,0.32,49
49003,0.084,0.116,0.111,0.27,0.419,49
49005,0.09,0.108,0.08,0.31,0.411,49
49007,0.107,0.134,0.114,0.293,0.353,49
49009,0.091,0.296,0.102,0.33,0.181,49
49011,0.035,0.055,0.077,0.314,0.518,49
49013,0.051,0.259,0.033,0.469,0.188,49
49015,0.122,0.109,0.106,0.239,0.424,49
49017,0.062,0.056,0.232,0.264,0.386,49
